Date,Discharge,TX01,PP01,TX02,TX04
2016/5/13,2.3,27.35833333,2.83,32.1,23.1
2016/5/14,0.73,28.55833333,0,31.6,25.9
2016/5/15,0.5,27.69166667,39.09,32,25.2
2016/5/16,11.74,21.50416667,24.24,25.6,18.7
2016/5/17,2.08,20.12083333,4.93,21.1,18.7
2016/5/18,1.17,23.55833333,0.51,26.9,21.1
2016/5/19,0.75,24.47083333,16.83,27.6,21.9
2016/5/20,0.7,25.14583333,1.19,29,21.5
2016/5/21,0.49,25.43478261,0.82,27.9,23.6
2016/5/22,0.5,26.26818182,0.69,28.9,24
2016/5/23,12.02,26.34090909,36.97,30.4,24.7
2016/5/24,9.15,25.42083333,4.71,27.6,24.7
2016/5/25,1.16,25.92727273,1.95,29,24.5
2016/5/26,0.55,27.66315789,3.9,32.1,23.8
2016/5/27,5.92,27.86190476,55.5,32.4,25
2016/5/28,8.42,29.7,3.41,34.9,25.2
2016/5/29,1.41,30.91428571,0,34.8,26.6
2016/5/30,3.98,30.37727273,17.53,33.6,28.2
2016/5/31,8.81,31.185,0.17,35,27.4
2016/6/1,0.8,31.61304348,0,36.7,27.1
2016/6/2,1.01,27.12608696,10.92,29.5,25.5
2016/6/3,0.33,29.20952381,3.38,33.5,25.5
2016/6/4,0,31.42222222,2.38,35.2,26.9
2016/6/5,36.19,27.725,75.62,32.6,24
2016/6/6,26.63,26,2.73,27.9,24.3
2016/6/7,9.82,27.16842105,8.82,31.3,24.7
2016/6/8,12.75,28.04166667,20.68,32.7,24
2016/6/9,32.49,27.6173913,32.6,32.2,25.1
2016/6/10,24.95,26.56956522,4.72,31.7,24.7
2016/6/11,12.17,26.41428571,2.2,28.6,24.6
2016/6/12,6.4,27.65217391,2.13,31.9,25
2016/6/13,12.14,27.60454545,22.55,32,24
2016/6/14,13.23,24.75,27.27,26.2,24
2016/6/15,11.41,28.97142857,0,33.9,23.5
2016/6/16,4.93,31.24761905,3.71,34.6,25.9
2016/6/17,56.5,28.74736842,149.81,33.9,24.9
2016/6/18,60.1,27.73181818,110.22,33,24.6
2016/6/19,28.82,29.05416667,3.06,34.3,24
2016/6/20,24.48,28.87727273,19.87,33.5,25.8
2016/6/21,23.51,29.42173913,3.11,34.4,25.4
2016/6/22,12.84,30.7826087,0.34,35.2,25.7
2016/6/23,8.18,30.10909091,0.17,34.9,27.4
2016/6/24,8.9,30.03333333,0,34.3,26.5
2016/6/25,8.39,29.75,0,33.9,26
2016/6/26,7.42,30.47272727,11.05,33.9,27.8
2016/6/27,7.89,30.245,0.65,34.7,27.1
2016/6/28,14.68,28.15238095,28.42,34.5,24.5
2016/6/29,30.79,28.38,51.83,33.7,23.8
2016/6/30,53.75,28.3875,0,33,24.1
2016/7/1,13.74,29.52857143,5.8,34.2,25.7
2016/7/2,28.8,27.55652174,25.06,34,24
2016/7/3,33.86,27.49166667,15.43,34,23.7
2016/7/4,17.49,28.7,4.6,34.1,24.5
2016/7/5,9.26,30.84782609,0,34.3,25.7
2016/7/6,4.43,31.78333333,0,34.6,29.6
2016/7/7,3.07,28.96666667,6.75,31.6,26.8
2016/7/8,6.14,28.55833333,13,30.2,27.1
2016/7/9,11.75,29.7375,33.39,32.1,26.8
2016/7/10,29.17,27.21666667,40.36,32.5,25.3
2016/7/11,39.42,27.11666667,45.9,32.6,25.4
2016/7/12,29.09,28.59166667,11.03,33.5,25.4
2016/7/13,14.61,30.1125,0,34.3,25.7
2016/7/14,8.05,30.83913043,1.19,34.4,26.6
2016/7/15,4.23,30.975,0,34.6,26.4
2016/7/16,2.52,31.26666667,0,35.7,26.5
2016/7/17,2.94,30.04583333,5.38,35.9,27.6
2016/7/18,22.85,27.475,41.08,34.3,24
2016/7/19,35.11,26.99130435,15.31,33.4,24.5
2016/7/20,31.1,28.09583333,5.42,33.7,24.6
2016/7/21,15.7,29.70416667,0,34,25.2
2016/7/22,7.79,30.60869565,0,35.7,25.9
2016/7/23,4.42,30.93333333,0,36.2,26.5
2016/7/24,3.9,30.5,0,34.3,27.6
2016/7/25,2.16,30.02916667,0,34.8,26.2
2016/7/26,1.92,30.49166667,0,34.5,27
2016/7/27,1.76,30.96666667,0,36.2,26.2
2016/7/28,1.7,31.6,0,37.6,26.2
2016/7/29,1.69,31.53333333,0,36.2,27.8
2016/7/30,1.46,30.79583333,0,34.6,27
2016/7/31,1.31,31.09583333,0,34,27.9
2016/8/1,1.23,31.26086957,0,34,28.4
2016/8/2,6.16,28.97083333,22.97,33.8,26.2
2016/8/3,5.53,29.24090909,16.51,34,25.4
2016/8/4,3.3,31.00869565,0,35.6,26.4
2016/8/5,1.6,30.46086957,0,34.5,27
2016/8/6,1.5,29.83333333,0,33.7,27.3
2016/8/7,2.36,28.9125,3.78,32.5,25.5
2016/8/8,1.6,29.6875,0,33.7,26.1
2016/8/9,1.47,29.5625,1.7,34,27.5
2016/8/10,1.5,29.82083333,2,35,26.1
2016/8/11,23.93,27.45833333,79.27,30,26
2016/8/12,6.91,29.12083333,0,32.8,26.6
2016/8/13,3.85,27.93043478,9.57,30.4,25.9
2016/8/14,2.42,30.3,0,35,26.1
2016/8/15,1.84,29.89166667,0,34,26
2016/8/16,2.15,29.0875,0.17,32.5,26.8
2016/8/17,3.49,28.725,3.76,32.7,26
2016/8/18,5.11,29.01304348,7.34,33.8,25.8
2016/8/19,6.65,28.875,10.91,32.6,26.3
2016/8/20,3.76,29.06666667,8.54,35.2,25.3
2016/8/21,2.29,30.32727273,0.72,33.7,26.6
2016/8/22,1.84,30.54782609,0,34.2,26.6
2016/8/23,1.77,29.8875,0.54,33.7,25.6
2016/8/24,1.64,30.17916667,0,33.8,26.5
2016/8/25,1.56,29.91304348,0,34.1,25.2
2016/8/26,1.45,30.39166667,0,34.8,26.2
2016/8/27,1.83,28.14583333,14.76,31,26.9
2016/8/28,4.15,25.875,15.52,29,23.9
2016/8/29,2.17,27.35,0,30.2,24.5
2016/8/30,1.71,28.1125,0,31.6,25.7
2016/8/31,1.65,28.28181818,0,32.7,23.8
2016/9/1,1.49,29.025,0,34.2,24.1
2016/9/2,1.6,28.14583333,1.62,33.2,25.4
2016/9/3,2.06,27.50416667,6.57,30.5,25.8
2016/9/4,1.5,29.67916667,0,33.8,25.8
2016/9/5,1.39,29.02916667,0,31.3,27.2
2016/9/6,1.52,27.54166667,7.8,29.8,25.2
2016/9/7,2.64,29.09545455,1.18,33.3,25.2
2016/9/8,1.45,28.95,0,32.3,26.4
2016/9/9,4.57,27.12083333,51.76,30.8,25
2016/9/10,27.44,26.49166667,43.6,29.5,24.6
2016/9/11,22.22,28.07826087,2.46,32.7,25.1
2016/9/12,9.08,26.71666667,8.08,29.7,25
2016/9/13,3.76,28.0173913,3.21,32.6,24.8
2016/9/14,52.16,28.32857143,68.12,30.2,26
2016/9/15,23.84,27.5,0.18,29.4,25.4
2016/9/16,8.99,28.525,1.39,33.8,24.1
2016/9/17,61.3,25.66666667,128.05,26.8,24.7
2016/9/18,113.91,25.475,34.25,28.6,24
2016/9/19,24.77,25.93333333,0,28.3,23.1
2016/9/20,12.41,25.04166667,0,26.8,23.2
2016/9/21,6.64,26.64583333,0,29.8,24.4
2016/9/22,3.03,26.69166667,0,29.3,24
2016/9/23,1.42,26.42916667,0,29.1,24.6
2016/9/24,1.07,26.89130435,0,29.5,24.7
2016/9/25,0.97,27.03333333,0,29.5,25
2016/9/26,3.34,27.37083333,24.19,29.3,26
2016/9/27,297.43,26.99565217,228.95,31,24
2016/9/28,60.42,28.36666667,1.91,31.2,26.2
2016/9/29,22.19,27.90454545,7.44,31.5,25.6
2016/9/30,24.17,27.675,19.51,32.4,24.6
2016/10/1,17.68,29,0,32.5,24.7
2016/10/2,9.7,28.82916667,0.34,34.1,24.4
2016/10/3,6.16,27.08333333,0,31.1,24.1
2016/10/4,3.72,27.41666667,0,31.6,24.8
2016/10/5,2.59,27.84545455,0.65,30,25.7
2016/10/6,7.21,28.77727273,15.7,31.8,25.9
2016/10/7,4.12,26.42083333,11.37,28.1,24.5
2016/10/8,16.59,25.85909091,43.97,31.1,23.8
2016/10/9,36.53,22.48333333,38.77,23.3,21.6
2016/10/10,32.28,22.64705882,31.01,23.3,21.7
2016/10/11,24.53,24.76521739,14.84,27.3,23.1
2016/10/12,19.17,23.62608696,18.63,24.3,22.6
2016/10/13,18.11,24.325,5.38,25.5,22.7
2016/10/14,13.57,24.53125,7.36,26.1,23.7
2016/10/15,9.91,27.55,6.1,31,24.8
2016/10/16,8.91,28.92727273,0,31.6,26.3
2016/10/17,5.38,28.28333333,0,31,26.3
2016/10/18,2.82,28.77083333,0.51,31.1,27
2016/10/19,2.51,28.67826087,0.34,31.3,27.1
2016/10/20,2.22,29.97391304,6.42,32.6,27.2
2016/10/21,2.34,30.17894737,0,33.3,27.3
2016/10/22,2.42,28.64444444,2.95,32.5,26
2016/10/23,8.03,27.69047619,0.65,31.5,25.5
2016/10/24,5.03,26.75217391,0,29.2,25.3
2016/10/25,2.18,27.79583333,0,32.4,24.2
2016/10/26,2.19,28.4,0,32.6,25.8
2016/10/27,2.16,27.4952381,0,30.5,23.9
2016/10/28,2.12,27.46,0.51,31.6,24.3
2016/10/29,1.95,23.79565217,7.8,26.6,21.7
2016/10/30,1.79,22.41666667,2.49,23.6,21.4
2016/10/31,1.88,23.52083333,2.72,25.8,22.5
2016/11/1,2,21.55,17.31,22.8,20.5
2016/11/2,2.14,20.0375,9.68,21.1,19.1
2016/11/3,1.96,20.82083333,0.65,22.2,19.8
2016/11/4,2.01,21.70833333,0,23.1,20.7
2016/11/5,4.83,23.2875,1.7,28.1,19.2
2016/11/6,2.1,24.22916667,2.21,29.5,18.4
2016/11/7,2.04,25.45,0,30,22.3
2016/11/8,3.18,21.70416667,20.54,26.5,18.8
2016/11/9,3.62,18.9875,7.51,20,17.6
2016/11/10,2.73,19.075,11.19,19.7,18.2
2016/11/11,2.39,21.17916667,0,22.5,19.5
2016/11/12,2.2,23.75416667,1.16,28.7,20.5
2016/11/13,2.16,24.79,2.55,31.3,20
2016/11/14,2.07,25.05882353,0,30.3,21.4
2016/11/15,1.93,24.03913043,0,26.1,22.6
2016/11/16,1.96,23.97083333,1.87,26.6,22.5
2016/11/17,1.91,24.85416667,0,29.5,20.5
2016/11/18,2,23.23,5.86,28.2,20.6
2016/11/19,1.95,24,3.23,29.6,19.4
2016/11/20,2.13,24.15714286,9.09,27.1,21.8
2016/11/21,3.98,22.11578947,18.44,23.1,20.8
2016/11/22,2.65,22.86666667,16.37,24.4,20.9
2016/11/23,17.42,19.69545455,48.87,20.6,18.3
2016/11/24,10.29,18.575,20.52,19.6,17.5
2016/11/25,5.02,21.59166667,0.51,23.6,19.2
2016/11/26,3.01,22.09166667,17.53,28.1,18.4
2016/11/27,6.72,18.47826087,29.78,19.2,17.9
2016/11/28,5.14,19.32916667,3.06,20.7,18
2016/11/29,2.82,20.84166667,0,22.8,19.1
2016/11/30,2.67,22.53333333,0,24.5,20.8
2016/12/1,2.57,19.70416667,9.28,22.1,18.5
2016/12/2,2.41,19.54166667,1.3,21,18.6
2016/12/3,2.38,21.8,0,23.5,19.5
2016/12/4,2.21,22.60833333,0,26,20.6
2016/12/5,2.18,21.83333333,0,22.6,20.7
2016/12/6,2,19.4875,0,20.2,18.9
2016/12/7,2.19,19.68333333,0,21.1,19
2016/12/8,2.09,20.25,0,21.5,19
2016/12/9,2.06,20.80833333,0.65,21.4,20
2016/12/10,2.06,21.04166667,4.55,23.2,18.7
2016/12/11,2.28,19.44166667,5.85,21.6,18.4
2016/12/12,2.11,20.93636364,0,25.2,17.5
2016/12/13,2.02,19.76666667,0,23.7,16.9
2016/12/14,2.07,17.75416667,1.95,19.7,15.6
2016/12/15,2.03,13.96666667,3.7,15.5,12
2016/12/16,1.9,14.59583333,0,15.8,13.7
2016/12/17,2.02,18.15416667,0,20.9,14.7
2016/12/18,2.12,19.875,0,25.5,14.2
2016/12/19,2.03,20.39130435,0,27,14.5
2016/12/20,1.93,23.66363636,0,28.3,17.6
2016/12/21,1.89,24.36666667,0,29.6,21.4
2016/12/22,2.17,20.53043478,8.44,22.8,18
2016/12/23,1.62,18.19583333,0.65,19.8,17.2
2016/12/24,1.75,19.21666667,0,21.2,17
2016/12/25,1.83,22.64166667,0,26.4,19.5
2016/12/26,1.8,21.77916667,0,26.7,17.7
2016/12/27,2.07,15.85416667,4.68,20.4,12.1
2016/12/28,1.87,14.37916667,0.69,15.6,12.2
2016/12/29,1.7,15.43333333,1.39,16,14.8
2016/12/30,1.7,17.83333333,0,19.5,15.6
2016/12/31,1.79,20.79166667,0,24.3,18.4
2017/1/1,1.33,22.11666667,0,26.6,18.2
2017/1/2,1.42,20.575,0,24.8,16.4
2017/1/3,1.34,20.625,1.3,21.5,19.8
2017/1/4,1.38,22.57083333,0,25.9,18.5
2017/1/5,1.4,21.45,0,24.9,18.5
2017/1/6,1.4,21.70833333,0.65,24.6,19.3
2017/1/7,1.37,21.96818182,0,25.2,20.2
2017/1/8,1.38,19.725,0,21.7,18.3
2017/1/9,1.2,17.3125,0,18,16.5
2017/1/10,1.26,18.27916667,0,20.4,16.5
2017/1/11,1.31,19.4125,0,21.2,18.2
2017/1/12,1.3,19.77916667,0,21.6,18.3
2017/1/13,1.41,15.4,8.87,18.2,13.8
2017/1/14,2.21,13.48333333,18.81,15.1,12.1
2017/1/15,1.63,13.9375,6.02,14.5,13.5
2017/1/16,1.46,14.9875,0.74,16,13.5
2017/1/17,1.51,19.03478261,0,22.7,15.8
2017/1/18,1.46,19.5875,0,22.6,17.6
2017/1/19,1.46,18.50833333,2.01,20,17.3
2017/1/20,1.71,13.21666667,6.37,16.3,12
2017/1/21,1.49,13.53333333,0,14.9,12
2017/1/22,1.41,14.3,0,16.3,13.4
2017/1/23,1.09,14.22083333,0,15.3,13.6
2017/1/24,1.27,14.275,0.65,15.7,13.8
2017/1/25,1.42,14.96666667,1.95,16.1,13.8
2017/1/26,1.43,15.74782609,1.95,18,13.4
2017/1/27,1.52,17.62916667,0,22.6,12.3
2017/1/28,1.39,19.64583333,0,25,16.1
2017/1/29,1.37,19.96666667,0,25.3,16
2017/1/30,1.32,17.02173913,1.3,20,14
2017/1/31,1.42,16.12916667,0,18,13.8
2017/2/1,1.26,16.82916667,1.95,17.8,14.7
2017/2/2,1.31,15.2375,0.65,15.9,14.5
2017/2/3,1.41,19.37083333,0,23.2,15.9
2017/2/4,1.34,18.89583333,0,23.2,16.5
2017/2/5,1.31,18.57826087,3.43,22,16.7
2017/2/6,1.23,17.52916667,0,18.9,16.2
2017/2/7,1.26,17.64347826,0,19.4,16.3
2017/2/8,1.3,16.8,3.11,20.9,14.5
2017/2/9,1.67,10.75833333,18.17,13.3,9.7
2017/2/10,1.44,11.06666667,0,12.3,9.5
2017/2/11,1.28,11.85416667,0,13,11.2
2017/2/12,1.22,13.94166667,0,15.6,12
2017/2/13,1.21,15.91666667,0,18.1,14.2
2017/2/14,1.25,16.72916667,0,19.5,14.9
2017/2/15,1.25,18.8875,0,24.2,15.4
2017/2/16,1.26,17.9,0,24.6,12.7
2017/2/17,1.24,19.25416667,0,26.3,13.5
2017/2/18,1.18,18.8625,0,22.5,16.3
2017/2/19,1.22,21.14583333,0,27.3,17.6
2017/2/20,1.21,19.94583333,0.91,24.4,17.1
2017/2/21,1.16,19.67916667,1.3,22.5,16.7
2017/2/22,1.79,18.92608696,20.94,22.7,15.9
2017/2/23,1.43,15.42083333,4.23,18.5,12
2017/2/24,3.94,12.40833333,43.67,13.5,11.2
2017/2/25,8.56,13.70833333,41.09,14.3,13
2017/2/26,13.98,12.5375,25.11,13.8,11.4
2017/2/27,4.02,14.79583333,0,15.7,13.9
2017/2/28,2.23,14.58181818,0,15.8,13.9
2017/3/1,1.92,15.6,0.35,18,13.8
2017/3/2,1.53,14.1,0,15.8,12.7
2017/3/3,1.59,16.50833333,0,19.8,13.3
2017/3/4,1.57,17.52272727,0,22,15.1
2017/3/5,1.56,19.80416667,0,24.8,15
2017/3/6,4.47,15.02083333,39.01,19.8,13.8
2017/3/7,2.52,13.5125,14.98,14.8,12
2017/3/8,2.7,13.75416667,7.99,14.8,12.8
2017/3/9,2.4,15.83478261,0.18,17.2,15
2017/3/10,2.79,17.26666667,21.14,18.1,16.5
2017/3/11,4.47,19.94583333,3.49,23.1,16.4
2017/3/12,2.48,21.07916667,0,27.1,18.2
2017/3/13,2.19,18.38333333,9.96,21,14.3
2017/3/14,4.02,13.45833333,14.86,14.2,12.4
2017/3/15,2.49,15.5375,0,16.6,14.4
2017/3/16,3.38,15.6125,10.23,17,14.3
2017/3/17,4.15,18.07916667,0.69,20.5,15.4
2017/3/18,2.76,19.8,0.18,24.9,17.2
2017/3/19,2.77,19.40833333,2.96,21.1,17.8
2017/3/20,2.29,21.30416667,0.35,24.9,18.1
2017/3/21,1.92,18.49565217,1.16,20.7,16.6
2017/3/22,1.96,20.5375,1.54,25.1,17.3
2017/3/23,2.54,18.38333333,10.33,21.1,16.7
2017/3/24,2.01,20.675,0,24.7,17.7
2017/3/25,3.35,15.79583333,32.25,19.6,13.3
2017/3/26,15.97,13.96086957,27.14,15.1,12.2
2017/3/27,5.72,19.14347826,0,23.7,14.1
2017/3/28,2.56,20.60416667,0,26.1,13.7
2017/3/29,2.03,20.85833333,0,27.1,16.2
2017/3/30,1.88,21.8047619,0,27.2,17
2017/3/31,2.57,17.97083333,28.53,26.3,13.2
2017/4/1,8.98,14.7,16,18,11.8
2017/4/2,3.18,16.30833333,0,21.1,9.6
2017/4/3,2.24,19.34583333,0,23.9,15.2
2017/4/4,2.01,20.6875,0,26,14.4
2017/4/5,1.88,22.15,0,27.6,16.2
2017/4/6,1.73,22.81363636,0,25.9,19
2017/4/7,1.71,23.99333333,0,28.1,20.7
2017/4/8,1.63,25.17391304,0,30,19.9
2017/4/9,1.61,26.56,0,31,22.2
2017/4/10,1.54,28.62380952,0,34,23.2
2017/4/11,1.82,20.14285714,9.75,24.7,17.4
2017/4/12,3.06,17.45833333,23.56,18.2,16.9
2017/4/13,4.33,18.81666667,23.04,21.4,16.5
2017/4/14,5.72,20.82916667,0.6,23.9,18
2017/4/15,3.03,23.9125,0,28.8,18.8
2017/4/16,9.02,24.86666667,21.79,30.2,22
2017/4/17,9.8,26.49166667,0,32,22.4
2017/4/18,1.97,26.175,0,27.6,24.4
2017/4/19,4.87,25.375,25.12,29.5,23.6
2017/4/20,7.89,25.1,7.55,27.9,22.3
2017/4/21,11.51,24.6,45.95,30.2,18.1
2017/4/22,35.54,17.16666667,20.04,18.2,16.3
2017/4/23,16.94,19.7173913,0.94,21.6,17.2
2017/4/24,8.33,20.725,0.27,23.2,18.8
2017/4/25,3.56,23.05217391,0,27,18.6
2017/4/26,2.03,23.57826087,3.7,28.1,19.8
2017/4/27,7.56,17.18333333,37.55,19.7,15.2
2017/4/28,14.43,19.05416667,0,22.4,15.7
2017/4/29,6.99,20.56666667,0,26,13.7
2017/4/30,3.28,22.91666667,0,28.4,17.4
2017/5/1,2.66,24.56818182,0,29.9,18.6
2017/5/2,2.41,24.6875,0,28.6,21.8
2017/5/3,2.4,25.33333333,1.39,29.5,22.9
2017/5/4,2.27,26.40416667,0,30.8,22.6
2017/5/5,4.94,26.52916667,3.51,30.5,23.9
2017/5/6,3.14,24.0875,0,26.2,22.6
2017/5/7,2.48,23.65416667,0,25.5,22.4
2017/5/8,2.25,26.05416667,0.17,30.3,21.3
2017/5/9,2.18,24.8875,0.43,26.5,23
2017/5/10,2.07,27.80833333,0,32.7,22.3
2017/5/11,2.03,27.87916667,0,32.7,24.6
2017/5/12,2.01,27.1625,0.65,30.8,24.1
2017/5/13,2.51,25.32916667,21.86,26.3,23.8
2017/5/14,2.38,26.2625,0,30.4,23.1
2017/5/15,8.92,25.22916667,50.35,30.9,21.3
2017/5/16,24.66,20.7,39.69,21.4,19.9
2017/5/17,16.99,22.95,3.44,25.8,20.1
2017/5/18,6.9,25.89166667,0,29,23
2017/5/19,3.71,24.69583333,6.64,27.7,21.7
2017/5/20,3.83,24.69166667,6.31,28.3,21.6
2017/5/21,3.14,25.12083333,0,27.6,22.9
2017/5/22,2.6,26.34166667,0,29.2,24.2
2017/5/23,2.43,27.15,0,30.3,23.8
2017/5/24,4.09,26.40416667,16.19,30.8,21.9
2017/5/25,7.29,22.24583333,4.3,23.6,21.1
2017/5/26,2.68,23.32083333,0.26,24.9,21.5
2017/5/27,3.06,22.54166667,11.38,25.5,20
2017/5/28,2.82,23.95833333,0,26.3,22
2017/5/29,2.4,26.35652174,0,29.4,23.1
2017/5/30,4.86,26.48333333,22.71,30.2,24.5
2017/5/31,5.27,27.75833333,0.82,32.8,24.3
2017/6/1,2.65,29.45,0,33.3,25.5
2017/6/2,36.01,26.1826087,103.72,29.8,23.8
2017/6/3,171.24,24.35217391,163.67,25.9,23.4
2017/6/4,69.7,25.37083333,17.32,28.1,23.9
2017/6/5,20.17,27.43333333,0.18,31.3,24.7
2017/6/6,9.58,28.92083333,0,32.9,25.3
2017/6/7,5.03,29.90833333,0.34,33.9,25.7
2017/6/8,4.26,29.27916667,1.45,33.6,26
2017/6/9,2.05,29.45833333,0,33.2,25.9
2017/6/10,2.81,29.2125,8.2,33.5,26
2017/6/11,39.09,28.45833333,119.87,33.5,25.8
2017/6/12,34.13,27.35416667,34.57,33.5,24.5
2017/6/13,24.81,27.55416667,14.38,33.4,24.9
2017/6/14,52.4,24.9173913,72.82,26.1,23.2
2017/6/15,47.04,22.49583333,53.66,23.1,21.9
2017/6/16,47.3,24.07083333,29.24,27,22.2
2017/6/17,62.8,23.46666667,72.43,25.4,22.2
2017/6/18,40.64,23.97391304,16.4,26.3,22.9
2017/6/19,20.52,25.94583333,1.1,29.9,23.3
2017/6/20,11.06,28.36666667,0,33.9,24
2017/6/21,6.21,28.85416667,3.57,32.8,25.4
2017/6/22,3.78,29.54166667,0,33.6,25.2
2017/6/23,2.04,29.60833333,2.04,33.7,26.2
2017/6/24,1.99,29.7,0,33.4,25.9
2017/6/25,1.78,29.83478261,0,33.1,26.4
2017/6/26,1.73,30.34166667,0,34.2,26.5
2017/6/27,1.59,29.45833333,0,34,26.5
2017/6/28,2.25,29.45,2.98,34.1,25.7
2017/6/29,1.95,28.87083333,0.26,33.4,25.4
2017/6/30,1.88,27.9375,2.17,34.2,25.7
2017/7/1,16.67,27.82173913,74.23,33.5,25.2
2017/7/2,7.89,28.22608696,4.08,33.1,24.3
2017/7/3,11.98,28.72916667,35.68,33.9,26
2017/7/4,12.98,28.17083333,17.36,33.4,25.7
2017/7/5,11.21,28.725,6.28,33.9,24.9
2017/7/6,9.49,28.68333333,14,33.4,25.8
2017/7/7,12.78,27.33478261,34.72,32.6,24.3
2017/7/8,18.54,27.44583333,21.34,33.5,24.2
2017/7/9,13.14,28.55416667,3.9,34,24.8
2017/7/10,5.33,29.52083333,0.34,33.9,26.1
2017/7/11,5.34,28.14166667,10.54,33.4,25.5
2017/7/12,3.42,28.96956522,0,33.3,25.3
2017/7/13,2.16,30.12916667,0,34.1,25.8
2017/7/14,1.8,29.7125,1.95,33.8,26.4
2017/7/15,1.72,30.4,0,34.3,27.3
2017/7/16,1.61,30.40833333,0,33.7,26.8
2017/7/17,1.46,30.06666667,0,34.6,26.8
2017/7/18,1.52,30.66666667,0,34.8,27.7
2017/7/19,1.38,30.46666667,0,36,26.5
2017/7/20,1.48,30.8625,0,35.1,27.2
2017/7/21,1.14,30.67916667,0,33.9,26.7
2017/7/22,1.04,30.79166667,0,34.6,26.5
2017/7/23,0.85,31.27083333,0,35.5,27.1
2017/7/24,0.89,30.69166667,0.68,34.8,27.5
2017/7/25,0.92,30.975,0,35.6,27.2
2017/7/26,1.73,28.7625,12.38,34.3,26.3
2017/7/27,1.58,29.7,0.18,33.2,26
2017/7/28,1.31,30.8375,0,34.6,28.4
2017/7/29,9.28,28.54583333,57.68,30.8,25.5
2017/7/30,19.1,30.49565217,0,34.3,26.5
2017/7/31,2.51,27.975,6,30.9,26.1
2017/8/1,1.26,28.87083333,0.35,32.7,25.1
2017/8/2,2.1,29,4.55,33.6,25.3
2017/8/3,3.91,28.91818182,19.48,34.2,26.6
2017/8/4,3.36,29.675,0,33.8,25.7
2017/8/5,1.53,30.68333333,0,34.8,26.6
2017/8/6,1,31.46666667,0,36,27.1
2017/8/7,0.74,32.0625,0,36.9,28.9
2017/8/8,0.79,31.48333333,0,35.5,28.2
2017/8/9,0.75,31.6375,0,35.9,28.2
2017/8/10,0.71,31.25833333,0,34.7,27.9
2017/8/11,0.65,31.14583333,0,35.1,27
2017/8/12,0.72,31.4875,0,36.3,28.4
2017/8/13,0.81,30.87916667,0,35.6,27.3
2017/8/14,0.88,30.8125,0,35.1,27.3
2017/8/15,0.96,30.8625,0,34.4,27
2017/8/16,0.78,30.67826087,0,36,27.1
2017/8/17,0.77,30.78333333,0,33.5,28.2
2017/8/18,0.88,30.3375,0,35.5,27
2017/8/19,0.74,29.9625,7.15,33.9,26.5
2017/8/20,0.7,30.68333333,0,34.9,26.5
2017/8/21,0.96,29.87916667,1.98,33.4,26.9
2017/8/22,0.83,30.6,0.83,32.4,28.9
2017/8/23,0.88,29.42083333,1.84,32.2,27.5
2017/8/24,0.94,29.6,0,33.7,26.5
2017/8/25,0.85,30.30416667,0,34.9,26.2
2017/8/26,0.87,30.55,0,34.6,26.1
2017/8/27,3.08,29.49166667,25.1,34.7,25.9
2017/8/28,1.58,30.05416667,0,34.5,25.7
2017/8/29,1.1,30.78333333,0,34.2,26.7
2017/8/30,0.78,30.25416667,0,32.4,28.2
2017/8/31,0.8,29.71666667,0.65,33,27.7
2017/9/1,0.84,27.65416667,4.73,29.4,26
2017/9/2,1.11,26.2,22.8,27.9,24.6
2017/9/3,2.01,25.8875,6.86,28.3,24.7
2017/9/4,1.19,28.05,1.09,32.1,24.5
2017/9/5,1.17,30.02916667,0,34.4,25.7
2017/9/6,0.77,30.6375,0,35.5,26.1
2017/9/7,0.71,30.3,0,33,28.8
2017/9/8,0.67,29.34166667,2.6,32.7,27.4
2017/9/9,0.78,28.32083333,0.36,31.1,26.8
2017/9/10,0.79,29.04166667,0,32.6,25.8
2017/9/11,0.75,29.54583333,0,34.2,24.9
2017/9/12,0.69,29.49166667,0,34.3,25.3
2017/9/13,1.09,26.36086957,26.7,27.6,24.7
2017/9/14,8.11,26.00833333,16.26,28.6,23.6
2017/9/15,1.58,29.1375,0,32.4,25.5
2017/9/16,0.68,29.13478261,0,32.8,25.6
2017/9/17,0.84,27.32916667,0,32,24.1
2017/9/18,0.74,26.96666667,0,30.9,23.8
2017/9/19,0.9,28.55833333,0,33.7,23.7
2017/9/20,0.8,29.825,0,35.6,25.3
2017/9/21,0.89,30.05454545,0,34.4,26.6
2017/9/22,0.8,30.30434783,0,33.8,26.5
2017/9/23,0.82,31.05833333,0,35.6,26.9
2017/9/24,0.95,30.43333333,4.55,35.1,27.7
2017/9/25,1.1,30.08333333,0,34.2,26.3
2017/9/26,0.62,30.79166667,0,36,26.1
2017/9/27,0.59,31.10416667,0,36.7,26.2
2017/9/28,0.66,30.17272727,0.85,33.6,27
2017/9/29,0.73,28.79583333,0,31.2,27.5
2017/9/30,0.61,29.85,0,32.8,27.5
2017/10/1,0.67,30.06666667,0,34.4,25.7
2017/10/2,0.77,30.24166667,0,35,26.5
2017/10/3,0.71,29.225,0,33.1,26.9
2017/10/4,0.71,26.22916667,6.21,27.7,24
2017/10/5,0.65,27.875,1.95,30.6,25.5
2017/10/6,0.69,28.2875,0,30.4,26.4
2017/10/7,0.66,26.89565217,0,28.5,25.9
2017/10/8,0.55,28.13478261,0.82,31.2,26.4
2017/10/9,0.64,29.72083333,0,32.3,27.2
