Date,Discharge,TX01,PP01,TX02,TX04
2017/10/10,0.62,29.725,0,32.3,27.7
2017/10/11,0.67,28.675,11.42,31.6,25.6
2017/10/12,8.2,25.57083333,27.16,27.4,24.4
2017/10/13,29.27,24.43125,160.04,25.2,23.7
2017/10/14,116.66,26.03333333,88.41,28,24.9
2017/10/15,39.88,25.6375,29.06,27,24.9
2017/10/16,17.4,27.74782609,0,31.6,24
2017/10/17,6.27,25.73333333,4.15,27.7,24.1
2017/10/18,3.39,24.28333333,15.89,25.8,23.4
2017/10/19,9.91,23.19166667,45.85,24.3,22.4
2017/10/20,21.46,22.19166667,16.99,23.6,20.9
2017/10/21,21.36,21.66666667,10.68,23.7,19.9
2017/10/22,9.98,20.72608696,0,23,17.9
2017/10/23,4.07,20.89583333,0,24.3,17.6
2017/10/24,1.79,21.6,0.65,23.6,19.9
2017/10/25,1.22,22.60833333,0,24.7,21.3
2017/10/26,1.08,22.50833333,0,25.7,19.7
2017/10/27,0.98,22.075,0,24.7,18.7
2017/10/28,0.84,21.12916667,5.29,22.4,20
2017/10/29,,21.6173913,1.3,23.6,19.4
2017/10/30,,19.51666667,1.3,20.7,18.4
2017/10/31,,21.175,5.2,23.3,19.2
2017/11/1,,23.5125,0,27.6,20.1
2017/11/2,,24.30833333,0,28.3,20.2
2017/11/3,,21.9625,23.38,24.3,20.4
2017/11/4,,19.18695652,18.29,22.3,17.7
2017/11/5,,20.64347826,0.65,22.5,19
2017/11/6,,25.60416667,0,28.5,22
2017/11/7,,26.10833333,0.17,30.5,23.2
2017/11/8,,23.33636364,12.69,25,22.3
2017/11/9,,23.40416667,1.3,24.6,22
2017/11/10,,26.82083333,0,31,23.5
2017/11/11,,21.8625,8.33,25,20.2
2017/11/12,,21.50434783,0.82,22.4,20.5
2017/11/13,,22.34166667,21.42,23.4,21
2017/11/14,,22.57826087,12.06,24.1,22
2017/11/15,,23.5125,0,25.6,22.3
2017/11/16,,25.15,0,28.6,22.7
2017/11/17,,25.6125,0,30.4,22.1
2017/11/18,,20.75416667,38.17,24.1,16.7
2017/11/19,,17.09583333,18.82,18.7,16
2017/11/20,,18.6375,17.21,19.8,17.8
2017/11/21,,20.95,4.66,23.7,18.2
2017/11/22,,19.2625,16.98,21.6,16.6
2017/11/23,,16.26666667,7.69,17.3,15.3
2017/11/24,,17.81666667,1.47,18.5,17.2
2017/11/25,,18.0625,13.78,19.1,17.2
2017/11/26,,19.9875,3.3,21.8,18.7
2017/11/27,,21.50416667,0.83,23.2,19.2
2017/11/28,,25.34583333,0,29.8,20.1
2017/11/29,,24.50416667,0,28.4,21.3
2017/11/30,,22.1125,13,24,19.3
2017/12/1,,19.01363636,9.93,19.6,18.7
2017/12/2,,19.35416667,2.6,20.5,18.3
2017/12/3,,20.0875,5.2,21.2,19.2
2017/12/4,,19.0125,0.83,20.1,18
2017/12/5,,16.05833333,2.46,18.2,14.9
2017/12/6,,16.0875,1.65,16.7,15.3
2017/12/7,,16.64347826,20.19,18,15.4
2017/12/8,,14.22083333,17.01,15,12.6
2017/12/9,,14.575,3.65,16.1,12.8
2017/12/10,,16.23333333,0.65,21.1,11.5
2017/12/11,,17.475,0,18.1,17.1
2017/12/12,,16.70416667,6.78,17.5,16
2017/12/13,,17.32608696,1.66,18.6,16
2017/12/14,,19.10416667,0,21.5,16.5
2017/12/15,,20.67083333,0,24,18.6
2017/12/16,,16.25833333,20.45,19,13.1
2017/12/17,,12.66666667,8.8,13.5,12
2017/12/18,3.39,14.66923077,8.99,15.1,14.4
2017/12/19,7.31,13.8125,21.52,14.5,12.8
2017/12/20,6.22,15.88333333,1.95,18.5,14.4
2017/12/21,2.89,16.025,0,17.6,14.1
2017/12/22,1.93,19.25,0,23,15.8
2017/12/23,1.76,18.925,0,24.9,14.7
2017/12/24,1.76,18.4375,0,22.5,15.1
2017/12/25,1.65,16.57916667,0,17.4,15.6
2017/12/26,1.63,18.10416667,0,20,17
2017/12/27,1.62,18.53333333,0,20.4,16.9
2017/12/28,1.6,20.55,0,23.6,18.6
2017/12/29,1.55,19.03333333,0,22.1,17.7
2017/12/30,1.58,17.74583333,8.63,20.4,16.8
2017/12/31,1.53,15.01666667,10.94,16.7,13.6
