Date,TX01,PP01,TX02,TX04,stno
2008-04-09,26.456521739130434,0.0,29.8,24.8,C0C590
2008-04-10,21.073913043478264,8.5,25.0,19.2,C0C590
2008-04-11,20.88095238095238,2.5,24.1,18.3,C0C590
2008-04-12,20.733333333333327,1.5,21.7,19.8,C0C590
2008-04-13,19.358333333333334,1.5,20.5,18.5,C0C590
2008-04-14,20.833333333333336,0.0,23.8,18.4,C0C590
2008-04-15,22.90833333333333,0.0,26.2,18.9,C0C590
2008-04-16,24.6625,62.5,28.4,21.1,C0C590
2008-04-17,21.2625,31.5,22.2,20.2,C0C590
2008-04-18,21.941666666666666,0.0,24.4,19.7,C0C590
2008-04-19,24.35833333333333,0.0,29.0,20.7,C0C590
2008-04-20,24.787500000000005,0.0,29.1,22.8,C0C590
2008-04-21,22.99130434782609,35.0,24.3,21.3,C0C590
2008-04-22,21.61666666666667,2.5,23.5,20.6,C0C590
2008-04-23,19.3608695652174,0.0,20.5,18.5,C0C590
2008-04-24,17.739130434782606,0.5,19.5,15.8,C0C590
2008-04-25,20.021739130434785,0.0,23.7,15.3,C0C590
2008-04-26,22.16666666666667,0.0,25.8,17.3,C0C590
2008-04-27,23.291304347826088,0.0,26.7,19.6,C0C590
2008-04-28,21.383333333333336,10.0,23.1,19.7,C0C590
2008-04-29,22.466666666666665,16.0,26.1,19.5,C0C590
2008-04-30,23.674999999999994,0.0,26.3,22.1,C0C590
2008-05-01,23.40416666666667,0.0,25.4,21.7,C0C590
2008-05-02,23.45000000000001,0.0,26.1,20.0,C0C590
2008-05-03,25.35416666666666,0.0,29.5,20.9,C0C590
2008-05-04,26.45000000000001,0.0,29.1,23.1,C0C590
2008-05-05,19.391666666666676,129.0,25.6,15.9,C0C590
2008-05-06,19.716666666666665,15.5,21.7,18.2,C0C590
2008-05-07,20.858333333333327,19.5,22.9,18.6,C0C590
2008-05-08,24.92916666666667,0.0,29.3,20.4,C0C590
2008-05-09,26.437500000000004,1.0,30.6,21.6,C0C590
2008-05-10,20.4375,4.0,21.3,19.4,C0C590
2008-05-11,20.045833333333334,0.0,22.5,17.2,C0C590
2008-05-12,20.2375,0.0,23.5,16.3,C0C590
2008-05-13,22.37083333333333,0.0,26.0,19.4,C0C590
2008-05-14,22.79166666666667,0.0,25.2,20.7,C0C590
2008-05-15,22.99583333333333,0.0,25.9,21.2,C0C590
2008-05-16,23.125,0.0,25.3,21.1,C0C590
2008-05-17,25.35416666666667,0.0,30.4,19.6,C0C590
2008-05-18,25.46666666666667,0.0,29.1,21.5,C0C590
2008-05-19,22.0375,5.0,24.0,19.9,C0C590
2008-05-20,22.929166666666664,0.0,27.3,17.9,C0C590
2008-05-21,23.53333333333333,5.5,26.9,21.8,C0C590
2008-05-22,25.404166666666665,0.0,28.7,22.5,C0C590
2008-05-23,27.10833333333333,0.0,30.3,23.6,C0C590
2008-05-24,27.47083333333333,0.0,30.0,24.8,C0C590
2008-05-25,27.29583333333333,2.0,30.4,24.9,C0C590
2008-05-26,25.47083333333333,41.5,28.9,23.7,C0C590
2008-05-27,27.091666666666665,0.0,30.0,24.3,C0C590
2008-05-28,28.20000000000001,0.0,31.2,26.0,C0C590
2008-05-29,28.58333333333333,0.0,31.2,26.4,C0C590
2008-05-30,27.35416666666667,110.0,31.2,22.0,C0C590
2008-05-31,21.68333333333333,8.5,23.6,20.6,C0C590
2008-06-01,23.34583333333333,1.0,25.2,21.1,C0C590
2008-06-02,23.0,9.0,23.5,22.4,C0C590
2008-06-03,21.85833333333333,44.0,22.7,20.7,C0C590
2008-06-04,24.474999999999994,0.5,28.0,21.3,C0C590
2008-06-05,26.34166666666667,0.0,30.2,22.9,C0C590
2008-06-06,25.787500000000005,0.0,28.1,24.3,C0C590
2008-06-07,25.40833333333333,1.0,27.8,23.5,C0C590
2008-06-08,26.95,0.0,29.9,24.1,C0C590
2008-06-09,27.225,0.0,30.6,24.5,C0C590
2008-06-10,27.57500000000001,0.0,30.9,24.2,C0C590
2008-06-11,28.44583333333333,0.0,31.2,25.8,C0C590
2008-06-12,24.5,46.5,28.5,21.1,C0C590
2008-06-13,25.508333333333336,5.0,28.4,22.6,C0C590
2008-06-14,24.625,14.5,27.0,23.0,C0C590
2008-06-15,26.954166666666666,0.5,29.9,24.0,C0C590
2008-06-16,26.09166666666667,9.0,28.9,24.5,C0C590
2008-06-17,26.35909090909091,28.0,30.3,24.2,C0C590
2008-06-18,26.929166666666674,8.5,31.4,24.2,C0C590
2008-06-19,27.675,0.5,31.1,24.2,C0C590
2008-06-20,28.445833333333336,0.0,31.7,25.8,C0C590
2008-06-21,27.64583333333334,0.0,30.3,25.4,C0C590
2008-06-22,27.97083333333333,0.0,31.4,24.7,C0C590
2008-06-23,28.0625,0.0,31.4,25.7,C0C590
2008-06-24,28.33750000000001,0.0,30.8,25.4,C0C590
2008-06-25,29.208333333333343,0.0,33.3,26.3,C0C590
2008-06-26,28.60833333333333,0.5,31.5,26.5,C0C590
2008-06-27,28.691666666666674,0.0,32.2,26.5,C0C590
2008-06-28,29.191666666666666,0.0,32.6,26.6,C0C590
2008-06-29,27.74166666666667,3.5,31.8,25.2,C0C590
2008-06-30,27.266666666666666,1.5,31.6,24.8,C0C590
2008-07-01,28.05,0.0,31.1,24.9,C0C590
2008-07-02,28.17916666666667,0.0,31.1,25.7,C0C590
2008-07-03,28.47083333333333,0.0,31.8,24.6,C0C590
2008-07-04,28.4875,0.0,31.6,24.9,C0C590
2008-07-05,28.629166666666666,0.0,31.8,26.2,C0C590
2008-07-06,27.570833333333344,27.5,31.1,23.0,C0C590
2008-07-07,28.33750000000001,0.5,33.8,24.6,C0C590
2008-07-08,27.52083333333333,0.5,31.2,24.6,C0C590
2008-07-09,27.18260869565217,0.0,30.1,25.0,C0C590
2008-07-10,28.037500000000005,0.0,31.0,24.7,C0C590
2008-07-11,27.64583333333334,3.0,31.9,25.0,C0C590
2008-07-12,27.695833333333336,0.5,31.6,24.5,C0C590
2008-07-13,28.191666666666666,0.0,31.2,25.8,C0C590
2008-07-14,28.575,0.0,31.4,25.5,C0C590
2008-07-15,29.27083333333333,0.0,33.2,25.7,C0C590
2008-07-16,29.24166666666667,0.0,31.7,26.3,C0C590
2008-07-17,27.93913043478261,5.5,30.0,26.6,C0C590
2008-07-18,25.941666666666666,93.0,27.6,23.4,C0C590
2008-07-19,28.37083333333334,0.0,31.6,25.0,C0C590
2008-07-20,28.582608695652176,0.0,31.7,25.2,C0C590
2008-07-21,28.99130434782609,0.0,32.1,26.7,C0C590
2008-07-22,28.8695652173913,0.0,31.7,26.4,C0C590
2008-07-23,28.391666666666666,0.0,31.5,25.7,C0C590
2008-07-24,28.925,0.0,32.5,25.9,C0C590
2008-07-25,28.891666666666666,0.0,32.5,26.4,C0C590
2008-07-26,28.9304347826087,0.5,32.1,26.3,C0C590
2008-07-27,27.256521739130434,49.5,29.9,25.0,C0C590
2008-07-28,26.3875,36.0,28.0,25.1,C0C590
2008-07-29,26.766666666666666,5.0,28.7,25.5,C0C590
2008-07-30,27.56956521739131,0.0,30.9,24.8,C0C590
2008-07-31,28.08333333333333,0.0,31.1,25.2,C0C590
2008-08-01,28.03478260869566,0.0,31.1,25.8,C0C590
2008-08-02,27.629166666666674,0.0,30.6,25.5,C0C590
2008-08-03,27.61739130434783,0.0,31.4,25.9,C0C590
2008-08-04,28.990909090909096,0.0,33.3,25.0,C0C590
2008-08-05,28.904166666666665,0.0,33.5,25.7,C0C590
2008-08-06,28.85652173913044,0.0,33.4,25.2,C0C590
2008-08-07,27.827272727272724,0.0,30.3,25.0,C0C590
2008-08-08,27.78695652173913,0.0,30.3,24.6,C0C590
2008-08-09,27.12083333333333,0.0,30.0,24.2,C0C590
2008-08-10,27.728571428571428,0.0,30.3,25.1,C0C590
2008-08-11,28.00454545454545,0.0,31.3,25.6,C0C590
2008-08-12,28.6125,0.0,31.1,26.7,C0C590
2008-08-13,29.047826086956512,0.0,32.7,26.7,C0C590
2008-08-14,28.89523809523809,0.0,32.2,25.5,C0C590
2008-08-15,28.965217391304353,0.0,32.6,26.1,C0C590
2008-08-16,28.47916666666666,0.0,31.4,25.5,C0C590
2008-08-17,28.5,0.0,31.8,25.4,C0C590
2008-08-18,29.00869565217392,0.0,32.3,26.2,C0C590
2008-08-19,28.97083333333333,0.0,32.5,26.4,C0C590
2008-08-20,29.913043478260864,0.0,35.4,25.5,C0C590
2008-08-21,29.65652173913044,0.0,33.5,26.8,C0C590
2008-08-22,29.28333333333333,0.0,33.2,25.9,C0C590
2008-08-23,28.699999999999992,0.0,32.3,25.8,C0C590
2008-08-24,28.741666666666664,0.0,31.8,26.1,C0C590
2008-08-25,28.80833333333333,0.0,32.5,26.0,C0C590
2008-08-26,28.509523809523806,0.0,33.4,25.7,C0C590
2008-08-27,27.752173913043475,0.0,30.9,24.7,C0C590
2008-08-28,29.208695652173915,0.0,33.4,25.4,C0C590
2008-08-29,28.54583333333333,0.0,32.2,26.0,C0C590
2008-08-30,28.4,0.0,31.5,26.1,C0C590
2008-08-31,28.27083333333333,0.0,31.6,25.7,C0C590
2008-09-01,26.42173913043478,7.0,30.1,24.7,C0C590
2008-09-02,24.808695652173913,25.5,25.9,23.5,C0C590
2008-09-03,26.84166666666667,4.5,31.3,23.6,C0C590
2008-09-04,27.42083333333333,0.0,31.0,24.2,C0C590
2008-09-05,26.97916666666667,0.0,31.1,24.9,C0C590
2008-09-06,27.7875,0.0,32.3,24.7,C0C590
2008-09-07,28.08333333333334,0.0,33.0,23.9,C0C590
2008-09-08,28.34347826086956,0.0,31.5,25.8,C0C590
2008-09-09,28.03043478260869,0.0,31.0,25.7,C0C590
2008-09-10,28.630434782608692,0.0,32.5,26.4,C0C590
2008-09-11,27.413043478260875,1.0,30.6,25.1,C0C590
2008-09-12,26.708695652173915,35.5,28.2,24.9,C0C590
2008-09-13,26.426086956521736,110.5,27.8,25.1,C0C590
2008-09-14,25.73333333333333,85.5,26.6,24.1,C0C590
2008-09-15,25.53333333333333,101.5,27.7,24.0,C0C590
2008-09-16,27.866666666666664,3.0,30.9,25.3,C0C590
2008-09-17,27.629166666666674,0.0,31.5,24.9,C0C590
2008-09-18,27.63478260869565,0.0,32.0,23.9,C0C590
2008-09-19,27.89130434782609,0.0,30.7,25.4,C0C590
2008-09-20,27.76086956521739,0.0,30.0,25.1,C0C590
2008-09-21,28.245454545454546,0.0,31.4,24.5,C0C590
2008-09-22,29.024999999999995,0.0,31.7,26.6,C0C590
2008-09-23,30.23043478260869,0.0,35.0,26.5,C0C590
2008-09-24,28.94347826086956,0.0,33.6,25.9,C0C590
2008-09-25,28.60869565217391,0.0,31.9,25.7,C0C590
2008-09-26,28.504166666666674,0.0,32.3,25.7,C0C590
2008-09-27,24.375,16.5,25.8,23.6,C0C590
2008-09-28,24.8,73.5,26.5,23.6,C0C590
2008-09-29,23.32083333333333,89.5,25.9,21.7,C0C590
2008-09-30,23.4625,17.0,26.2,21.5,C0C590
2008-10-01,23.53478260869565,0.0,25.7,21.7,C0C590
2008-10-02,23.92916666666667,0.0,25.8,22.0,C0C590
2008-10-03,25.15416666666667,0.0,27.1,23.4,C0C590
2008-10-04,25.500000000000004,0.0,28.2,23.7,C0C590
2008-10-05,25.95217391304348,0.0,29.7,23.1,C0C590
2008-10-06,23.72083333333333,9.0,26.2,21.4,C0C590
2008-10-07,21.5625,23.0,22.1,20.8,C0C590
2008-10-08,24.94782608695652,0.0,27.7,21.9,C0C590
2008-10-09,25.82916666666667,1.0,28.3,24.5,C0C590
2008-10-10,25.75833333333333,0.0,28.3,24.2,C0C590
2008-10-11,24.91,0.0,27.3,23.3,C0C590
2008-10-12,23.52173913043478,0.0,25.7,22.4,C0C590
2008-10-13,24.02916666666665,0.0,26.6,21.9,C0C590
2008-10-14,23.55833333333333,0.5,24.6,23.1,C0C590
2008-10-15,24.277272727272724,0.5,25.8,23.1,C0C590
2008-10-16,27.004166666666666,0.0,30.3,24.5,C0C590
2008-10-17,26.087499999999995,0.0,29.1,23.7,C0C590
2008-10-18,26.22727272727273,0.0,30.1,24.4,C0C590
2008-10-19,26.40869565217391,0.0,29.9,24.1,C0C590
2008-10-20,26.32916666666667,0.0,30.2,24.1,C0C590
2008-10-21,26.36521739130435,0.0,30.3,23.8,C0C590
2008-10-22,25.279166666666665,0.0,28.7,22.8,C0C590
2008-10-23,25.55833333333333,0.0,29.4,23.8,C0C590
2008-10-24,24.33333333333333,0.0,25.5,23.8,C0C590
2008-10-25,26.313043478260873,0.0,30.5,23.5,C0C590
2008-10-26,24.817391304347826,0.0,27.7,23.1,C0C590
2008-10-27,23.25652173913044,0.0,24.0,22.7,C0C590
2008-10-28,24.108695652173914,0.0,27.8,21.0,C0C590
2008-10-29,23.65652173913044,0.0,27.5,20.0,C0C590
2008-10-30,24.40416666666667,0.0,28.2,21.3,C0C590
2008-10-31,24.92083333333333,0.0,28.2,23.0,C0C590
2008-11-01,24.91739130434783,0.0,27.0,23.0,C0C590
2008-11-02,25.92083333333333,0.0,30.8,23.9,C0C590
2008-11-03,23.265217391304343,1.5,25.4,20.9,C0C590
2008-11-04,24.490476190476194,0.5,28.6,21.4,C0C590
2008-11-05,25.95416666666667,0.0,29.9,22.8,C0C590
2008-11-06,25.365,0.0,27.0,23.6,C0C590
2008-11-07,24.87619047619048,0.0,27.2,23.3,C0C590
2008-11-08,22.68695652173913,38.0,24.8,20.2,C0C590
2008-11-09,18.80434782608696,40.0,19.8,17.9,C0C590
2008-11-10,18.733333333333334,14.5,19.4,17.5,C0C590
2008-11-11,18.791304347826085,0.0,20.1,17.8,C0C590
2008-11-12,19.93636363636364,9.5,22.6,18.0,C0C590
2008-11-13,21.134782608695648,0.0,23.9,18.9,C0C590
2008-11-14,21.98260869565217,0.0,23.6,19.8,C0C590
2008-11-15,22.58636363636364,0.0,25.7,19.7,C0C590
2008-11-16,21.54782608695652,0.0,23.2,19.5,C0C590
2008-11-17,20.28695652173913,0.0,22.4,18.5,C0C590
2008-11-18,18.829166666666676,2.5,20.5,16.6,C0C590
2008-11-19,15.8125,0.0,17.5,14.4,C0C590
2008-11-20,15.9125,0.0,17.0,14.8,C0C590
2008-11-21,18.608333333333334,0.0,21.5,16.4,C0C590
2008-11-22,21.95217391304348,0.0,25.8,17.5,C0C590
2008-11-23,21.829166666666666,0.0,25.0,18.6,C0C590
2008-11-24,19.663636363636364,2.0,21.9,17.5,C0C590
2008-11-25,19.35,0.0,20.5,18.0,C0C590
2008-11-26,20.626086956521736,0.0,22.2,19.5,C0C590
2008-11-27,18.10416666666667,0.0,20.1,15.0,C0C590
2008-11-28,13.870833333333332,0.0,15.6,11.5,C0C590
2008-11-29,14.729166666666664,0.0,18.3,10.9,C0C590
2008-11-30,17.0625,0.0,20.9,14.1,C0C590
2008-12-01,18.558333333333334,0.0,21.4,16.3,C0C590
2008-12-02,18.870833333333334,0.0,22.2,15.9,C0C590
2008-12-03,18.958333333333336,0.0,24.6,15.3,C0C590
2008-12-04,18.77083333333333,0.0,24.1,14.3,C0C590
2008-12-05,14.136363636363635,0.5,15.9,12.9,C0C590
2008-12-06,13.179166666666672,0.0,15.4,11.3,C0C590
2008-12-07,16.212500000000002,0.0,21.1,10.6,C0C590
2008-12-08,16.23478260869565,0.0,20.3,11.7,C0C590
2008-12-09,17.582608695652173,0.0,21.7,14.7,C0C590
2008-12-10,19.029166666666665,0.0,25.3,13.7,C0C590
2008-12-11,18.48260869565217,0.0,21.5,14.4,C0C590
2008-12-12,19.55217391304348,0.0,22.1,17.4,C0C590
2008-12-13,19.045833333333334,0.0,21.3,16.5,C0C590
2008-12-14,15.233333333333334,0.0,16.2,14.4,C0C590
2008-12-15,14.516666666666666,0.0,16.7,13.4,C0C590
2008-12-16,17.325,0.0,21.8,12.9,C0C590
2008-12-17,18.141666666666666,0.0,22.5,14.8,C0C590
2008-12-18,17.33478260869565,0.0,21.2,13.8,C0C590
2008-12-19,18.509090909090904,0.0,23.8,13.2,C0C590
2008-12-20,17.137499999999996,0.0,21.6,13.3,C0C590
2008-12-21,18.204166666666676,0.0,22.3,13.2,C0C590
2008-12-22,11.661904761904767,7.5,14.6,10.4,C0C590
2008-12-23,15.0,0.0,17.2,12.2,C0C590
2008-12-24,17.3625,0.0,19.7,15.3,C0C590
2008-12-25,16.59090909090909,0.0,18.4,15.2,C0C590
2008-12-26,16.787500000000005,0.0,19.4,15.1,C0C590
2008-12-27,20.142857142857142,0.0,25.3,17.1,C0C590
2008-12-28,18.460869565217386,0.0,20.9,17.2,C0C590
2008-12-29,17.254166666666666,5.0,18.8,16.0,C0C590
2008-12-30,14.729166666666664,20.5,16.0,13.2,C0C590
2008-12-31,12.442857142857143,5.0,13.2,11.7,C0C590
2009-01-01,10.745833333333332,0.0,12.0,9.9,C0C590
2009-01-02,12.591666666666667,0.0,13.9,10.9,C0C590
2009-01-03,14.72272727272727,0.0,18.8,10.7,C0C590
2009-01-04,15.943478260869567,0.0,17.9,14.9,C0C590
2009-01-05,16.55217391304348,0.5,17.4,15.6,C0C590
2009-01-06,16.330434782608698,3.0,17.4,14.8,C0C590
2009-01-07,16.409523809523808,5.5,17.4,15.7,C0C590
2009-01-08,14.900000000000002,0.0,16.1,13.2,C0C590
2009-01-09,11.254166666666668,0.0,12.9,9.3,C0C590
2009-01-10,9.691304347826087,0.0,10.8,9.0,C0C590
2009-01-11,12.72916666666667,0.0,17.2,8.3,C0C590
2009-01-12,12.736363636363635,0.0,14.7,10.6,C0C590
2009-01-13,9.486363636363636,0.0,11.4,7.1,C0C590
2009-01-14,10.178260869565216,0.0,13.4,6.2,C0C590
2009-01-15,12.950000000000005,0.0,15.8,10.5,C0C590
2009-01-16,15.1,0.0,18.8,9.8,C0C590
2009-01-17,14.933333333333332,0.0,21.2,8.6,C0C590
2009-01-18,15.89130434782609,0.0,21.9,10.8,C0C590
2009-01-19,17.895454545454548,0.0,20.7,15.9,C0C590
2009-01-20,18.066666666666666,0.0,21.0,16.7,C0C590
2009-01-21,17.52857142857143,0.0,18.1,17.1,C0C590
2009-01-22,15.778260869565216,0.0,18.7,14.1,C0C590
2009-01-23,12.390909090909087,1.0,15.6,9.7,C0C590
2009-01-24,8.852173913043476,0.0,10.0,8.1,C0C590
2009-01-25,11.979166666666664,0.0,13.9,9.1,C0C590
2009-01-26,13.254166666666668,0.0,14.1,12.4,C0C590
2009-01-27,13.82272727272727,2.0,14.8,13.1,C0C590
2009-01-28,16.529166666666672,0.5,19.7,14.7,C0C590
2009-01-29,16.640909090909087,0.0,17.3,15.5,C0C590
2009-01-30,14.904166666666665,12.0,16.7,13.6,C0C590
2009-01-31,16.043478260869566,0.0,18.9,13.9,C0C590
2009-02-01,18.226086956521737,0.0,23.7,12.8,C0C590
2009-02-02,16.1,0.0,20.5,12.9,C0C590
2009-02-03,16.727272727272727,0.0,19.8,13.2,C0C590
2009-02-04,17.313636363636366,0.0,18.8,16.7,C0C590
2009-02-05,17.464999999999996,1.5,18.0,16.7,C0C590
2009-02-06,16.395652173913046,0.0,17.2,15.4,C0C590
2009-02-07,17.534782608695654,0.0,19.6,16.6,C0C590
2009-02-08,18.914285714285715,0.0,21.7,17.2,C0C590
2009-02-09,18.326086956521735,0.0,21.6,16.4,C0C590
2009-02-10,17.27826086956522,0.0,19.4,15.2,C0C590
2009-02-11,17.041666666666668,0.0,21.9,13.1,C0C590
2009-02-12,19.404545454545453,0.0,23.5,14.8,C0C590
2009-02-13,22.813043478260873,0.0,28.0,17.7,C0C590
2009-02-14,19.95454545454546,0.0,23.4,18.0,C0C590
2009-02-15,18.62272727272727,0.0,20.3,17.3,C0C590
2009-02-16,16.034782608695654,1.0,16.5,15.5,C0C590
2009-02-17,16.620833333333334,0.0,18.5,14.6,C0C590
2009-02-18,17.4,1.5,19.5,15.5,C0C590
2009-02-19,18.63636363636364,3.5,19.3,17.8,C0C590
2009-02-20,15.795652173913044,19.0,20.0,13.8,C0C590
2009-02-21,17.516666666666662,0.0,21.8,14.4,C0C590
2009-02-22,20.716666666666665,0.0,25.9,17.7,C0C590
2009-02-23,20.616666666666664,0.5,23.8,19.2,C0C590
2009-02-24,20.9,0.5,23.8,19.1,C0C590
2009-02-25,22.335,0.0,27.0,19.1,C0C590
2009-02-26,18.2375,2.0,19.6,16.8,C0C590
2009-02-27,17.2875,0.5,18.0,16.0,C0C590
2009-02-28,16.845833333333328,1.5,19.2,15.3,C0C590
2009-03-01,15.2,2.0,16.3,14.5,C0C590
2009-03-02,15.920833333333333,2.5,18.4,13.3,C0C590
2009-03-03,15.483333333333333,2.5,16.8,14.0,C0C590
2009-03-04,18.291666666666668,0.0,23.7,14.2,C0C590
2009-03-05,18.195833333333333,28.0,22.7,15.9,C0C590
2009-03-06,13.779166666666665,35.5,18.3,11.9,C0C590
2009-03-07,13.520833333333336,35.0,15.1,11.6,C0C590
2009-03-08,15.683333333333332,8.5,18.2,14.0,C0C590
2009-03-09,13.85,20.0,15.8,12.2,C0C590
2009-03-10,17.958333333333336,0.5,21.1,13.5,C0C590
2009-03-11,17.358333333333327,1.0,18.7,16.2,C0C590
2009-03-12,17.962499999999995,1.0,22.2,15.5,C0C590
2009-03-13,18.12608695652174,5.0,24.1,10.5,C0C590
2009-03-14,11.133333333333335,8.0,13.8,9.2,C0C590
2009-03-15,15.449999999999998,0.0,19.9,11.1,C0C590
2009-03-16,16.512500000000006,0.0,20.0,11.4,C0C590
2009-03-17,18.225000000000005,0.0,22.6,14.4,C0C590
2009-03-18,20.5,0.0,25.5,14.1,C0C590
